rating,year,votes,number of seasons
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
,2005.0,,
6.4,2011.0,32.0,1.0
6.4,2011.0,32.0,1.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.4,2011.0,243713.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
8.9,2009.0,2285.0,8.0
7.2,1974.0,778.0,8.0
4.2,2009.0,197.0,2.0
4.2,2009.0,197.0,2.0
4.4,2016.0,770.0,
4.4,2016.0,770.0,
4.4,2016.0,770.0,
4.4,2016.0,770.0,
,2011.0,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
7.5,2011.0,11479.0,1.0
7.5,2011.0,11479.0,1.0
7.5,2011.0,11479.0,1.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.6,2007.0,150368.0,7.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
8.1,1987.0,80715.0,11.0
7.2,1989.0,225.0,6.0
8.4,2010.0,3583.0,1.0
8.4,2010.0,3583.0,1.0
8.4,2010.0,3583.0,1.0
8.4,2010.0,3583.0,1.0
8.4,2010.0,3583.0,1.0
8.4,2010.0,3583.0,1.0
6.6,1985.0,2668.0,6.0
6.6,1985.0,2668.0,6.0
6.6,1985.0,2668.0,6.0
6.6,1985.0,2668.0,6.0
6.6,1985.0,2668.0,6.0
6.6,1985.0,2668.0,6.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.7,2010.0,43283.0,4.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
7.9,1990.0,3994.0,7.0
3.6,2007.0,464.0,2.0
7.7,2016.0,11697.0,
7.7,2016.0,11697.0,
8.3,1974.0,3810.0,3.0
8.3,1974.0,3810.0,3.0
7.7,1988.0,898.0,11.0
6.5,1999.0,4477.0,3.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
7.3,1982.0,5246.0,5.0
,2017.0,,
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
7.4,1998.0,669.0,8.0
8.1,2013.0,331856.0,
8.1,2013.0,331856.0,
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
7.0,1989.0,25888.0,4.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
8.9,1989.0,182995.0,9.0
6.1,2005.0,7062.0,
6.1,2005.0,7062.0,
6.1,2005.0,7062.0,
6.1,2005.0,7062.0,
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2011.0,27673.0,3.0
7.2,2002.0,1330.0,3.0
7.2,2002.0,1330.0,3.0
7.2,2002.0,1330.0,3.0
7.2,2002.0,1330.0,3.0
7.2,2002.0,1330.0,3.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
7.8,2011.0,19492.0,5.0
6.5,2003.0,13762.0,4.0
6.5,2003.0,13762.0,4.0
8.7,1979.0,2298.0,1.0
8.7,1979.0,2298.0,1.0
8.3,1960.0,8781.0,8.0
8.3,1960.0,8781.0,8.0
6.9,2001.0,5656.0,5.0
6.9,2001.0,5656.0,5.0
6.9,2001.0,5656.0,5.0
6.9,2001.0,5656.0,5.0
6.9,2001.0,5656.0,5.0
6.9,2001.0,5656.0,5.0
